KaaS_Content_Rendering_MetaData.c(14): Error -26608: HTTP Status-Code=504 (Gateway Timeout) for "https://hx9ekpvvbi.execute-api.us-east-1.amazonaws.com/KaaS-ITG/v2/search?documentID=ish_1996955-1270281-16&resultLimit=1&resultStart=0&languageCode=ko,en&countryCode=6984892597308500812593&store=udp-content-default,docstore,manualstore,sdlmanualstore&printFields=documentID,filename,name,summary,objectname,dredbname,description,title,shortestnavigationpath,categorizations,ishType,searchable,languagedocmap"  	[MsgId: MERR-26608]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 3.26).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 5.20).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 4.01).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 5.13).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 2.41).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 2.62).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 2.46).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 1.83).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 3.93).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 2.18).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 5.33).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 3.59).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 3.01).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 2.02).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 8.96).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 6.95).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 9.30).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 1.75, actual time = 1.96).	[MsgId: MWAR-15995]
