p_pdp_Product
1849478,4321223,3769715,3809487,3809488,5094558,8386448,3809495
4323211,18972,4323660,5151763,238445,4322911,4323658,5363257,4322914
18972,10304235,238445,9364972,6771913,12004,9364939,9364937
20283135,1849478,20283137,20283132,4321223,17034112,3769715,8386448
3897030,307907,3897939,296720,12454,3718645,3718648,3718644
